product_id,product_name,category,unit_cost,weight_kg,dimensions_cm
PRD00975,Family Pro,Home & Kitchen,167.78,13.35,71x97x13
PRD00976,Need Max,Electronics,448.01,17.93,67x63x71
PRD00977,Outside Pro,Sports,249.28,5.16,85x19x40
PRD00978,Town Lite,Home & Kitchen,328.05,15.35,40x60x92
PRD00979,Opportunity Lite,Toys,217.28,6.39,89x59x65
PRD00980,Plant Standard,Toys,377.13,12.96,56x58x72
PRD00981,Will Standard,Home & Kitchen,366.22,16.25,88x13x64
PRD00982,Market Standard,Books,255.13,14.63,91x61x19
PRD00983,Hotel Max,Home & Kitchen,77.0,10.64,34x48x60
PRD00984,However Max,Toys,40.52,9.33,58x6x58
PRD00985,Interview Standard,Electronics,19.73,9.1,60x6x42
PRD00986,Them Lite,Home & Kitchen,424.8,13.27,71x66x40
PRD00987,Election Standard,Toys,318.18,9.59,36x61x25
PRD00988,Recent Standard,Electronics,312.75,19.64,60x73x48
PRD00989,Mrs Pro,Electronics,255.59,9.04,42x80x45
PRD00990,Detail Max,Electronics,235.9,18.22,80x83x19
PRD00991,Later Lite,Sports,132.34,15.99,16x48x81
PRD00992,Drive Pro,Books,135.82,15.33,80x81x34
PRD00993,Role Lite,Books,386.83,14.93,60x28x60
PRD00994,Range Lite,Books,304.59,9.36,98x100x90
PRD00995,System Standard,Sports,449.44,10.77,74x75x43
PRD00996,Glass Lite,Books,318.55,4.84,83x91x80
PRD00997,Make Lite,Sports,348.47,18.76,16x32x29
PRD00998,Mouth Standard,Home & Kitchen,27.87,19.15,15x93x79
PRD00999,Night Standard,Sports,52.98,19.79,41x98x36
PRD01000,New Pro,Sports,23.78,10.94,67x79x12
PRD01001,Trade Max,Toys,394.89,14.69,26x77x75
PRD01002,Back Lite,Toys,105.27,3.87,32x56x91
PRD01003,Those Pro,Home & Kitchen,84.03,9.13,23x65x84
PRD01004,True Max,Electronics,310.98,18.09,23x15x77
PRD01005,About Lite,Books,256.14,15.78,93x82x60
PRD01006,Well Pro,Sports,79.06,0.71,13x29x29
PRD01007,Idea Max,Electronics,41.48,12.0,81x33x56
PRD01008,Hotel Max,Sports,423.99,3.4,70x19x9
PRD01009,Mother Max,Home & Kitchen,170.2,6.03,81x90x57
PRD01010,Expect Pro,Home & Kitchen,220.12,14.43,28x58x100
PRD01011,Make Standard,Books,363.61,2.27,77x34x91
PRD01012,Believe Lite,Sports,108.32,10.12,49x77x66
PRD01013,Body Standard,Sports,89.83,19.58,33x25x30
PRD01014,Cold Max,Home & Kitchen,170.37,1.95,45x8x11
PRD01015,Responsibility Pro,Home & Kitchen,456.59,10.29,58x39x33
PRD01016,Animal Max,Books,106.3,6.69,86x74x9
PRD01017,Surface Lite,Books,54.27,9.34,29x12x30
PRD01018,Military Max,Books,148.46,2.17,65x15x8
PRD01019,Nation Lite,Sports,86.85,18.63,38x44x86
PRD01020,Yourself Pro,Sports,205.02,14.36,73x18x7
PRD01021,Director Standard,Books,412.35,19.92,88x96x75
PRD01022,Base Pro,Books,371.24,8.76,71x67x50
PRD01023,Sound Max,Sports,413.85,7.96,72x32x57
PRD01024,Cost Standard,Toys,11.78,9.4,60x35x70
PRD01025,Education Pro,Toys,125.59,13.13,72x30x61
PRD01026,Feeling Pro,Home & Kitchen,338.36,1.78,70x39x84
PRD01027,Security Pro,Sports,183.12,6.36,38x6x77
PRD01028,Drop Pro,Home & Kitchen,223.64,16.58,38x14x36
PRD01029,First Pro,Toys,459.25,1.15,14x33x62
PRD01030,Can Lite,Electronics,272.7,10.48,15x35x13
PRD01031,Probably Max,Electronics,165.81,9.62,38x53x55
PRD01032,Floor Max,Electronics,347.9,16.29,98x94x58
PRD01033,Decade Lite,Sports,402.97,4.76,60x80x85
PRD01034,Prepare Max,Books,386.99,16.3,59x92x7
PRD01035,Adult Standard,Toys,374.65,2.82,10x67x64
PRD01036,Once Max,Books,314.63,12.66,23x59x37
PRD01037,Drive Pro,Sports,162.28,12.89,67x80x81
PRD01038,Keep Standard,Toys,192.44,4.94,26x91x48
PRD01039,To Max,Toys,247.01,18.14,49x32x44
PRD01040,Whose Standard,Home & Kitchen,384.27,7.72,63x75x11
PRD01041,Event Standard,Sports,438.1,12.41,65x58x50
PRD01042,Since Pro,Electronics,40.21,14.7,92x72x82
PRD01043,Fine Max,Electronics,307.03,7.47,32x26x65
PRD01044,Similar Lite,Toys,438.59,12.39,70x56x18
PRD01045,More Standard,Toys,141.96,17.23,68x26x19
PRD01046,Focus Max,Home & Kitchen,188.74,0.54,98x33x49
PRD01047,Rich Pro,Books,429.67,6.53,46x13x11
PRD01048,Door Max,Sports,426.59,4.08,36x46x17
PRD01049,Design Pro,Electronics,397.21,1.37,43x39x49
PRD01050,Series Pro,Books,250.15,13.94,68x99x69
PRD01051,Participant Max,Books,376.82,18.62,51x61x62
PRD01052,Establish Standard,Books,116.17,2.89,24x39x35
PRD01053,Season Pro,Books,98.49,13.88,25x38x41
PRD01054,Few Lite,Books,443.72,2.18,32x61x63
PRD01055,Him Pro,Sports,32.74,1.93,67x54x5
PRD01056,Hear Max,Home & Kitchen,190.42,0.31,24x62x31
PRD01057,Attack Pro,Sports,460.68,4.47,86x12x38
PRD01058,Keep Pro,Toys,170.94,8.3,95x29x61
PRD01059,Here Lite,Electronics,479.54,12.67,99x92x86
PRD01060,Size Lite,Books,234.63,8.94,76x33x43
PRD01061,Or Standard,Home & Kitchen,130.45,4.48,92x65x21
PRD01062,Almost Max,Electronics,180.01,7.03,94x47x50
PRD01063,Meet Lite,Toys,186.87,7.78,90x98x5
PRD01064,Spend Max,Home & Kitchen,451.75,9.1,22x7x24
PRD01065,Hot Max,Toys,390.79,13.29,48x100x41
PRD01066,Individual Pro,Sports,263.5,14.76,68x83x92
PRD01067,Reach Max,Home & Kitchen,245.7,14.87,47x63x24
PRD01068,Son Lite,Sports,221.73,15.77,54x12x70
PRD01069,Site Lite,Toys,213.76,16.98,23x75x33
PRD01070,Position Max,Sports,388.15,9.51,8x72x80
PRD01071,Strong Standard,Electronics,80.43,5.45,93x17x36
PRD01072,Show Max,Sports,256.14,16.25,83x92x18
PRD01073,Account Standard,Electronics,403.62,7.1,55x46x15
PRD01074,First Standard,Books,191.1,0.24,19x71x54
PRD01075,Season Pro,Home & Kitchen,217.18,18.56,57x67x98
PRD01076,That Standard,Home & Kitchen,82.88,12.89,44x23x38
PRD01077,Put Standard,Toys,266.53,12.25,96x59x27
PRD01078,People Pro,Sports,432.71,9.78,9x20x31
PRD01079,Pull Pro,Books,329.29,8.6,9x93x32
PRD01080,Phone Standard,Electronics,245.39,8.48,91x20x94
PRD01081,Carry Lite,Sports,477.47,9.3,65x95x89
PRD01082,Who Pro,Electronics,37.99,7.47,71x21x67
PRD01083,Over Standard,Electronics,118.5,11.64,49x96x57
PRD01084,Imagine Lite,Toys,417.41,2.85,21x10x86
PRD01085,Paper Standard,Electronics,134.34,15.87,71x88x55
PRD01086,Whatever Lite,Home & Kitchen,208.57,9.97,60x51x46
PRD01087,Source Lite,Sports,30.61,7.64,31x66x39
PRD01088,Item Max,Toys,90.18,0.22,12x61x71
PRD01089,Yard Pro,Toys,21.58,14.2,70x14x17
PRD01090,Each Lite,Toys,419.09,5.98,39x45x81
PRD01091,Century Lite,Sports,461.12,0.44,16x52x23
PRD01092,Middle Pro,Books,338.1,7.54,99x8x77
PRD01093,Institution Max,Books,133.72,5.6,24x96x9
PRD01094,Agency Max,Books,75.1,14.23,72x96x41
PRD01095,Out Lite,Electronics,207.33,5.87,5x81x18
PRD01096,Generation Standard,Sports,375.49,4.66,98x50x39
PRD01097,Over Max,Sports,200.65,15.5,50x54x70
PRD01098,Never Max,Toys,350.96,18.57,75x36x25
PRD01099,Prepare Pro,Sports,36.91,10.35,91x58x100
PRD01100,Send Standard,Books,34.48,18.26,48x51x68
PRD01101,Role Max,Books,120.71,16.44,78x88x27
PRD01102,Community Standard,Books,306.25,10.54,16x31x39
PRD01103,Effort Lite,Toys,378.98,3.76,28x100x74
PRD01104,Meet Pro,Home & Kitchen,190.96,10.72,35x25x98
PRD01105,Two Lite,Books,372.91,0.77,39x16x94
PRD01106,Soon Standard,Toys,11.35,17.86,50x99x25
PRD01107,Almost Pro,Books,173.61,19.46,73x66x95
PRD01108,Send Pro,Books,180.5,1.94,78x60x44
PRD01109,Modern Pro,Home & Kitchen,294.76,0.88,71x37x86
PRD01110,Character Pro,Home & Kitchen,84.45,16.46,48x82x89
PRD01111,Thousand Lite,Books,470.01,9.1,89x39x89
PRD01112,Thus Max,Books,108.7,19.89,37x16x78
PRD01113,Group Max,Sports,384.71,1.08,85x33x80
PRD01114,Business Standard,Toys,144.87,11.55,21x12x34
PRD01115,Record Max,Toys,304.1,16.23,34x48x62
PRD01116,Trial Max,Electronics,463.97,7.15,69x72x20
PRD01117,Music Standard,Sports,410.35,4.54,59x33x74
PRD01118,Occur Pro,Home & Kitchen,289.44,8.69,8x26x52
PRD01119,Character Max,Books,23.58,18.87,90x95x28
PRD01120,Church Max,Home & Kitchen,270.85,19.06,34x6x61
PRD01121,Assume Lite,Home & Kitchen,88.81,15.12,92x28x62
PRD01122,At Pro,Sports,43.54,10.33,16x34x74
PRD01123,Open Max,Books,283.7,18.8,58x26x15
PRD01124,Crime Lite,Sports,281.84,5.7,26x70x47
PRD01125,Ever Pro,Home & Kitchen,294.34,9.85,13x24x92
PRD01126,Man Pro,Toys,270.16,9.54,7x30x48
PRD01127,Power Pro,Electronics,109.23,2.93,46x28x100
PRD01128,Them Standard,Electronics,210.63,4.31,81x100x57
PRD01129,Significant Standard,Electronics,78.06,12.28,32x13x90
PRD01130,Walk Lite,Toys,312.25,17.64,100x48x10
PRD01131,Present Lite,Toys,134.38,6.9,31x22x24
PRD01132,Share Pro,Sports,360.31,2.71,92x25x47
PRD01133,Smile Standard,Home & Kitchen,353.27,12.58,95x48x23
PRD01134,Reason Standard,Sports,359.54,11.07,76x65x45
PRD01135,Area Lite,Sports,205.48,12.38,59x31x78
PRD01136,Glass Lite,Toys,405.49,14.96,71x71x35
PRD01137,Music Pro,Books,192.14,15.82,58x17x43
PRD01138,Chance Max,Sports,495.9,9.46,36x8x88
PRD01139,Bill Lite,Electronics,435.97,14.67,47x37x29
PRD01140,Development Max,Sports,30.77,13.9,80x95x77
PRD01141,Natural Standard,Toys,184.39,2.17,77x70x72
PRD01142,Billion Standard,Toys,189.18,15.26,33x59x40
PRD01143,Out Standard,Sports,271.48,11.47,41x73x65
PRD01144,Remember Pro,Toys,498.49,15.54,38x13x95
PRD01145,Miss Max,Sports,253.2,16.78,12x33x60
PRD01146,Safe Max,Toys,292.27,1.91,33x19x95
PRD01147,Whom Max,Home & Kitchen,227.35,4.52,7x40x89
PRD01148,List Max,Toys,170.57,6.59,24x52x22
PRD01149,Small Max,Electronics,417.77,2.58,24x60x54
PRD01150,Their Lite,Home & Kitchen,374.43,12.31,43x14x38
PRD01151,Join Standard,Sports,215.04,17.49,87x66x76
PRD01152,Security Max,Electronics,178.05,9.74,18x46x67
PRD01153,Buy Max,Toys,313.3,12.38,6x47x78
PRD01154,Take Lite,Electronics,266.15,3.69,26x19x88
PRD01155,Continue Standard,Home & Kitchen,332.73,0.81,12x94x45
PRD01156,Apply Lite,Books,390.4,6.55,29x7x13
PRD01157,Collection Standard,Sports,338.26,3.12,59x70x44
PRD01158,Democrat Max,Toys,291.16,13.44,96x98x6
PRD01159,Today Pro,Home & Kitchen,171.94,14.24,9x92x20
PRD01160,Scene Standard,Toys,168.01,6.56,5x62x67
PRD01161,Career Standard,Sports,437.98,7.83,67x86x92
PRD01162,South Max,Toys,236.64,11.46,55x50x75
PRD01163,Doctor Max,Sports,379.73,18.42,69x76x12
PRD01164,Charge Max,Electronics,336.97,13.6,25x73x61
PRD01165,Save Standard,Sports,412.35,1.78,85x39x12
PRD01166,What Max,Home & Kitchen,319.04,3.1,33x76x37
PRD01167,Standard Max,Electronics,55.18,8.84,59x74x36
PRD01168,Medical Pro,Books,281.95,9.59,10x49x82
PRD01169,Risk Pro,Sports,444.47,17.34,60x58x80
PRD01170,Receive Standard,Home & Kitchen,406.66,5.46,47x30x33
PRD01171,Less Standard,Sports,436.2,4.59,58x88x26
PRD01172,Mouth Lite,Toys,362.57,18.68,62x90x55
PRD01173,Thing Pro,Books,364.77,14.52,9x37x34
PRD01174,Individual Max,Sports,445.93,16.69,67x100x59
PRD01175,Itself Max,Books,395.36,13.92,91x49x8
PRD01176,Still Standard,Electronics,442.34,7.27,83x78x67
PRD01177,Tv Standard,Toys,458.21,13.47,56x53x75
PRD01178,Pass Standard,Toys,273.47,1.17,51x23x62
PRD01179,Field Standard,Toys,116.19,5.64,96x68x57
PRD01180,Generation Max,Sports,39.81,2.84,54x5x33
PRD01181,Argue Pro,Electronics,91.93,5.91,76x76x51
PRD01182,North Pro,Sports,129.24,17.42,90x47x63
PRD01183,Pass Max,Electronics,172.53,7.75,23x93x23
PRD01184,Send Max,Electronics,461.79,19.48,46x97x65
PRD01185,Turn Lite,Toys,100.08,7.66,65x75x30
PRD01186,Policy Pro,Electronics,54.66,1.61,30x99x37
PRD01187,Save Standard,Books,262.92,11.07,71x39x86
PRD01188,Million Pro,Books,422.53,13.84,7x35x13
PRD01189,Accept Max,Sports,31.86,17.85,57x28x36
PRD01190,Anything Pro,Books,131.89,13.52,83x30x6
PRD01191,Up Max,Home & Kitchen,30.69,19.51,98x78x81
PRD01192,Series Standard,Home & Kitchen,320.58,12.64,6x12x11
PRD01193,Kid Standard,Toys,424.17,18.49,56x96x17
PRD01194,Security Max,Books,334.91,0.72,50x62x100
PRD01195,City Standard,Sports,389.24,11.17,57x95x100
PRD01196,Artist Lite,Books,265.09,9.24,57x77x19
PRD01197,Energy Max,Books,123.22,3.15,22x68x74
PRD01198,Itself Lite,Toys,229.48,10.97,51x73x91
PRD01199,Clear Max,Sports,417.71,8.64,33x79x11
PRD01200,South Standard,Sports,84.92,13.35,21x16x40
PRD01201,Miss Pro,Sports,202.42,4.57,29x86x31
PRD01202,Agency Max,Sports,215.09,2.52,54x5x21
PRD01203,Point Standard,Electronics,165.35,18.79,50x50x23
PRD01204,Two Max,Home & Kitchen,176.77,5.27,60x50x54
PRD01205,Laugh Lite,Home & Kitchen,296.52,7.54,5x39x89
PRD01206,Fine Standard,Electronics,106.88,4.92,10x89x22
PRD01207,Phone Lite,Electronics,271.53,1.69,78x79x7
PRD01208,Society Standard,Books,264.44,1.96,37x23x82
PRD01209,Green Lite,Toys,30.85,18.74,48x93x73
PRD01210,Check Max,Electronics,310.75,8.65,11x27x53
PRD01211,History Max,Home & Kitchen,475.15,1.39,52x88x15
PRD01212,Certainly Standard,Sports,496.01,6.65,17x28x100
PRD01213,Nor Max,Sports,99.83,17.79,16x53x88
PRD01214,Reach Lite,Books,117.79,7.5,52x42x76
PRD01215,Remain Standard,Electronics,36.21,6.13,40x29x85
PRD01216,Process Max,Home & Kitchen,250.47,0.54,35x63x24
PRD01217,Economic Pro,Books,370.79,9.4,95x51x17
PRD01218,Worker Standard,Home & Kitchen,342.14,1.75,66x99x36
PRD01219,Matter Pro,Home & Kitchen,469.46,15.31,74x58x94
PRD01220,Describe Lite,Books,172.59,4.77,29x94x73
PRD01221,Six Max,Home & Kitchen,90.79,16.8,15x80x56
PRD01222,Less Lite,Books,154.19,12.16,50x45x36
PRD01223,Enter Max,Home & Kitchen,130.33,9.12,66x63x50
PRD01224,Authority Standard,Electronics,387.38,4.36,83x96x77
PRD01225,American Pro,Home & Kitchen,427.42,8.22,36x38x18
PRD01226,Least Max,Books,192.05,3.67,96x49x93
PRD01227,Could Standard,Books,496.27,16.77,15x38x24
PRD01228,Left Standard,Toys,371.59,3.29,67x77x8
PRD01229,Final Lite,Electronics,158.35,5.31,47x16x9
PRD01230,Outside Max,Home & Kitchen,140.59,3.86,68x55x90
PRD01231,Serve Max,Home & Kitchen,385.26,11.68,80x20x17
PRD01232,Important Pro,Books,453.25,16.7,97x42x65
PRD01233,Because Lite,Electronics,463.5,1.31,16x26x96
PRD01234,My Pro,Books,94.29,0.7,79x54x25
PRD01235,Why Pro,Sports,52.2,18.33,100x30x13
PRD01236,Also Lite,Books,349.85,3.93,48x82x38
PRD01237,Card Lite,Toys,106.07,16.86,35x71x30
PRD01238,Describe Lite,Books,344.69,16.12,98x13x8
PRD01239,Third Lite,Electronics,358.65,3.29,10x29x96
PRD01240,Perform Standard,Toys,12.9,7.33,33x93x37
PRD01241,Tonight Max,Home & Kitchen,410.4,16.12,83x49x96
PRD01242,Administration Standard,Sports,202.44,15.88,74x80x48
PRD01243,See Standard,Books,37.98,16.44,42x25x15
PRD01244,Factor Standard,Books,496.07,11.85,37x64x28
PRD01245,Question Max,Electronics,444.59,16.17,47x16x46
PRD01246,Computer Standard,Sports,419.96,8.77,41x90x59
PRD01247,High Lite,Books,483.79,9.85,62x62x11
PRD01248,Attack Standard,Sports,353.41,19.56,62x11x9
PRD01249,Simple Lite,Books,17.35,14.6,12x74x91
PRD01250,Play Max,Sports,87.37,16.1,74x27x63
PRD01251,Main Standard,Electronics,31.02,12.95,89x28x55
PRD01252,Whatever Lite,Home & Kitchen,303.68,15.07,50x57x42
PRD01253,Action Standard,Sports,94.49,7.66,33x6x35
PRD01254,Head Lite,Toys,79.79,16.93,64x81x99
PRD01255,Those Lite,Sports,493.32,9.42,91x22x12
PRD01256,Baby Pro,Toys,433.23,0.58,42x37x83
PRD01257,Situation Pro,Home & Kitchen,99.71,16.64,11x51x64
PRD01258,Suffer Lite,Home & Kitchen,255.12,2.31,19x28x48
PRD01259,Security Pro,Toys,441.19,1.32,11x50x30
PRD01260,Court Pro,Sports,490.16,4.86,100x79x96
PRD01261,Thank Lite,Toys,484.53,11.39,13x61x6
PRD01262,Represent Standard,Toys,136.07,1.36,20x69x82
PRD01263,Mr Lite,Electronics,73.45,9.94,92x42x85
PRD01264,Security Lite,Books,348.28,16.81,18x74x24
PRD01265,Meeting Max,Home & Kitchen,334.28,1.99,58x13x44
PRD01266,Statement Lite,Books,195.78,14.71,32x66x80
PRD01267,Clear Lite,Home & Kitchen,468.98,17.53,48x96x13
PRD01268,American Standard,Toys,82.02,6.64,12x61x34
PRD01269,Save Lite,Books,314.15,13.4,20x96x90
PRD01270,Open Pro,Toys,187.03,8.89,46x44x58
PRD01271,Pull Pro,Books,119.34,17.33,81x89x91
PRD01272,Anyone Standard,Books,327.77,18.66,9x77x53
PRD01273,Certain Standard,Sports,200.25,11.49,76x98x16
PRD01274,Born Lite,Home & Kitchen,438.9,0.48,20x65x22
PRD01275,Apply Max,Electronics,447.29,2.48,11x33x20
PRD01276,Staff Standard,Home & Kitchen,461.0,5.9,51x49x50
PRD01277,News Pro,Sports,119.14,17.84,77x24x34
PRD01278,Worry Max,Books,106.23,0.44,95x65x55
PRD01279,Exactly Max,Home & Kitchen,281.49,6.68,21x86x45
PRD01280,Card Max,Electronics,172.9,6.05,99x44x22
PRD01281,Our Pro,Books,164.22,11.25,35x68x20
PRD01282,Enjoy Standard,Home & Kitchen,42.88,8.27,62x75x30
PRD01283,Family Standard,Home & Kitchen,312.61,5.98,22x64x6
PRD01284,Partner Lite,Sports,56.58,17.03,75x96x99
PRD01285,Method Standard,Toys,32.47,2.85,45x36x45
PRD01286,They Standard,Home & Kitchen,261.11,8.39,21x95x71
PRD01287,Glass Pro,Toys,264.38,11.76,98x57x6
PRD01288,Plan Pro,Books,376.53,16.2,28x36x93
PRD01289,Send Standard,Books,189.27,15.61,16x42x13
PRD01290,Represent Standard,Toys,174.45,2.15,98x77x59
PRD01291,Central Pro,Sports,133.61,13.83,38x94x50
PRD01292,Raise Lite,Books,441.47,16.21,42x84x46
PRD01293,Win Pro,Toys,317.91,15.34,5x98x72
PRD01294,What Lite,Home & Kitchen,228.19,2.82,42x80x66
PRD01295,Upon Max,Sports,142.54,4.74,98x13x20
PRD01296,Myself Standard,Sports,377.71,4.46,18x53x68
PRD01297,Public Lite,Home & Kitchen,235.61,16.26,75x22x64
PRD01298,Than Lite,Electronics,142.44,19.48,24x23x15
PRD01299,Expect Pro,Toys,175.0,12.74,75x33x98
PRD01300,One Lite,Sports,263.37,1.3,39x28x82
PRD01301,Home Standard,Electronics,346.38,12.43,75x71x54
PRD01302,Second Lite,Home & Kitchen,405.81,10.22,20x42x61
PRD01303,Born Pro,Electronics,436.51,18.64,86x43x54
PRD01304,Join Pro,Books,375.28,18.53,93x73x13
PRD01305,Quality Max,Toys,322.27,6.67,97x41x79
PRD01306,Cultural Standard,Toys,343.57,5.06,82x47x28
PRD01307,Board Pro,Books,247.63,5.27,81x64x67
PRD01308,Sound Pro,Books,142.45,3.47,9x95x6
PRD01309,Leave Lite,Electronics,73.78,8.59,80x81x31
PRD01310,Then Lite,Toys,20.27,19.38,92x53x69
PRD01311,East Max,Sports,117.19,9.39,50x87x26
PRD01312,Moment Standard,Books,269.75,10.4,51x44x100
PRD01313,Hot Lite,Toys,65.68,5.55,98x13x25
PRD01314,Your Lite,Electronics,43.45,1.53,14x10x74
PRD01315,Go Standard,Home & Kitchen,439.16,3.72,17x34x70
PRD01316,Trade Lite,Toys,407.1,3.16,43x28x36
PRD01317,Between Standard,Sports,39.68,9.82,78x42x84
PRD01318,Could Standard,Home & Kitchen,415.91,11.13,66x72x35
PRD01319,Least Lite,Sports,28.79,5.48,87x47x7
PRD01320,These Lite,Sports,113.14,9.76,100x95x37
PRD01321,Figure Lite,Sports,180.42,15.7,24x45x75
PRD01322,Sign Standard,Home & Kitchen,404.1,2.55,53x57x46
PRD01323,Stock Lite,Books,14.08,4.0,28x38x26
PRD01324,Enough Pro,Toys,298.63,8.69,50x25x50
PRD01325,Money Pro,Electronics,346.56,19.87,28x58x58
PRD01326,Edge Standard,Home & Kitchen,329.14,12.96,26x59x87
PRD01327,Cut Max,Home & Kitchen,475.12,12.4,32x19x30
PRD01328,Voice Lite,Toys,355.73,11.21,77x84x38
PRD01329,Kitchen Max,Books,194.29,4.39,9x94x16
PRD01330,Simple Pro,Electronics,273.12,6.48,35x94x51
PRD01331,Set Lite,Electronics,327.9,3.01,65x27x78
PRD01332,School Lite,Toys,27.19,6.16,87x34x91
PRD01333,Son Max,Home & Kitchen,319.76,3.52,32x35x61
PRD01334,Glass Max,Toys,14.45,13.5,31x44x10
PRD01335,None Max,Electronics,200.22,18.96,65x6x90
PRD01336,Agency Standard,Home & Kitchen,409.61,19.41,6x14x74
PRD01337,Cultural Max,Toys,17.85,19.33,29x20x35
PRD01338,Change Max,Home & Kitchen,360.96,9.58,14x98x30
PRD01339,College Standard,Electronics,408.09,10.73,92x85x99
PRD01340,Lose Max,Electronics,157.99,17.9,16x91x41
PRD01341,Message Pro,Home & Kitchen,427.93,17.14,68x70x80
PRD01342,Theory Standard,Books,58.15,7.4,29x48x9
PRD01343,Responsibility Standard,Sports,94.42,1.5,61x42x31
PRD01344,Body Lite,Electronics,489.37,4.49,76x24x7
PRD01345,Method Standard,Sports,204.09,14.14,41x61x36
PRD01346,Structure Standard,Home & Kitchen,43.26,3.17,65x17x65
PRD01347,Some Max,Sports,294.39,17.24,25x76x24
PRD01348,Turn Standard,Books,64.98,6.66,92x12x50
PRD01349,Race Max,Electronics,331.62,19.23,81x37x46
PRD01350,Side Standard,Books,413.97,15.37,57x31x97
PRD01351,Ability Standard,Books,211.21,18.04,32x37x88
PRD01352,Financial Lite,Home & Kitchen,492.04,6.99,35x96x14
PRD01353,Teach Pro,Books,407.83,1.43,63x96x21
PRD01354,Your Standard,Sports,357.45,19.76,53x15x43
PRD01355,Girl Lite,Sports,233.25,11.58,82x50x22
PRD01356,Common Max,Books,156.83,4.43,96x91x10
PRD01357,Remain Lite,Electronics,258.06,0.87,90x58x55
PRD01358,Design Pro,Sports,421.39,4.71,6x79x12
PRD01359,Grow Standard,Sports,111.32,19.91,50x86x87
PRD01360,Special Standard,Electronics,410.53,1.37,97x65x97
PRD01361,Region Lite,Books,182.68,10.4,29x31x69
PRD01362,Speech Standard,Books,451.41,2.94,13x73x87
PRD01363,Food Standard,Books,408.27,7.11,54x60x44
PRD01364,Image Lite,Home & Kitchen,68.15,8.78,73x9x80
PRD01365,Land Lite,Books,382.48,6.77,56x78x26
PRD01366,Usually Max,Toys,461.99,4.17,69x11x18
PRD01367,Than Max,Sports,88.27,13.88,20x53x43
PRD01368,Pull Standard,Electronics,346.46,10.21,49x39x26
PRD01369,Factor Standard,Electronics,374.97,7.92,79x28x48
PRD01370,Skin Max,Books,363.06,13.42,55x40x67
PRD01371,Animal Standard,Home & Kitchen,336.14,19.16,64x98x54
PRD01372,Onto Max,Books,490.13,4.0,46x5x28
PRD01373,Test Lite,Toys,172.48,5.59,70x28x100
PRD01374,After Standard,Electronics,421.07,1.23,95x40x23
PRD01375,Assume Lite,Home & Kitchen,195.44,8.83,15x48x63
PRD01376,Task Lite,Home & Kitchen,235.34,14.85,13x31x80
PRD01377,Within Lite,Electronics,245.53,11.25,74x60x54
PRD01378,Artist Standard,Sports,215.26,8.35,7x41x44
PRD01379,Recent Standard,Sports,29.8,16.0,94x94x50
PRD01380,Cell Lite,Books,379.9,3.68,86x82x94
PRD01381,Risk Lite,Sports,339.71,16.76,26x23x75
PRD01382,Everyone Lite,Sports,265.09,16.29,58x96x94
PRD01383,Window Pro,Home & Kitchen,28.67,13.8,73x69x90
PRD01384,Fund Max,Sports,113.79,16.11,55x46x12
PRD01385,Everyone Max,Books,280.96,8.82,33x23x82
PRD01386,You Pro,Electronics,172.44,17.42,67x55x5
PRD01387,Director Pro,Home & Kitchen,327.69,10.78,13x59x74
PRD01388,Dog Lite,Sports,323.29,8.22,60x74x47
PRD01389,Child Pro,Home & Kitchen,256.78,18.6,98x65x87
PRD01390,Interest Lite,Sports,420.56,5.43,92x81x35
PRD01391,Third Lite,Electronics,276.16,18.11,97x89x16
PRD01392,Western Standard,Books,164.71,10.8,16x34x8
PRD01393,Realize Pro,Sports,460.36,14.77,64x28x62
PRD01394,We Lite,Home & Kitchen,297.37,11.52,67x5x87
PRD01395,Avoid Pro,Sports,109.44,14.84,6x37x21
PRD01396,Rock Lite,Home & Kitchen,86.69,16.29,39x68x41
PRD01397,Whether Pro,Sports,350.56,13.52,19x8x17
PRD01398,Program Pro,Toys,478.56,3.83,13x6x91
PRD01399,Full Lite,Electronics,149.36,14.91,30x63x94
PRD01400,Possible Pro,Books,209.81,13.19,5x94x96
PRD01401,Letter Pro,Sports,421.79,18.88,49x58x93
PRD01402,Should Standard,Sports,342.56,12.71,82x94x68
PRD01403,Report Lite,Books,496.34,18.59,71x70x92
PRD01404,Seat Lite,Electronics,257.04,13.55,17x88x48
PRD01405,Effect Max,Electronics,386.17,9.86,34x26x11
PRD01406,Drop Pro,Sports,245.22,0.83,49x42x97
PRD01407,Million Max,Sports,380.35,9.88,78x18x47
PRD01408,Eat Lite,Home & Kitchen,67.2,6.52,95x84x83
PRD01409,Glass Lite,Sports,315.16,8.34,59x78x34
PRD01410,Impact Max,Home & Kitchen,109.61,10.69,97x91x36
PRD01411,Sure Pro,Books,236.47,11.34,52x47x16
PRD01412,Subject Pro,Sports,401.61,3.62,20x66x24
PRD01413,Address Max,Sports,295.1,16.11,26x50x45
PRD01414,Act Lite,Books,267.6,10.98,40x22x45
PRD01415,Though Max,Books,65.3,14.8,15x70x63
PRD01416,Away Pro,Electronics,280.23,17.66,72x93x5
PRD01417,Certain Max,Sports,304.46,12.48,33x43x22
PRD01418,Experience Lite,Home & Kitchen,422.91,15.01,27x79x76
PRD01419,Well Pro,Books,63.87,13.6,52x14x94
PRD01420,General Standard,Electronics,108.04,15.91,27x25x70
PRD01421,Gun Max,Home & Kitchen,364.77,15.62,35x38x42
