order_id,product_id,warehouse_id,order_date,quantity,sales_channel
ORD0002775,PRD04724,WH013,2025-08-17,14,wholesale
ORD0002776,PRD03039,WH003,2025-04-07,22,online
ORD0002777,PRD07543,WH013,2025-06-04,10,retail
ORD0002778,PRD05439,WH002,2024-09-28,28,online
ORD0002779,PRD05095,WH010,2025-09-01,23,wholesale
ORD0002780,PRD07332,WH001,2025-07-11,33,retail
ORD0002781,PRD09324,WH010,2024-10-07,24,wholesale
ORD0002782,PRD06109,WH008,2025-04-30,18,online
ORD0002783,PRD09298,WH017,2024-10-31,26,wholesale
ORD0002784,PRD02098,WH006,2024-11-19,16,wholesale
ORD0002785,PRD09458,WH017,2025-08-21,35,retail
ORD0002786,PRD04722,WH004,2025-09-26,33,wholesale
ORD0002787,PRD00656,WH006,2025-05-31,34,wholesale
ORD0002788,PRD08798,WH018,2024-12-24,48,retail
ORD0002789,PRD05625,WH018,2025-04-25,41,retail
ORD0002790,PRD06197,WH005,2024-12-08,50,wholesale
ORD0002791,PRD04557,WH020,2025-09-08,32,retail
ORD0002792,PRD04240,WH007,2024-12-23,6,retail
ORD0002793,PRD01076,WH018,2025-01-20,10,retail
ORD0002794,PRD09842,WH016,2025-07-13,22,retail
ORD0002795,PRD07389,WH015,2025-05-22,22,wholesale
ORD0002796,PRD09140,WH006,2024-11-05,29,retail
ORD0002797,PRD09434,WH019,2025-01-30,18,online
ORD0002798,PRD08776,WH012,2024-11-10,42,wholesale
ORD0002799,PRD04358,WH007,2024-10-17,15,online
ORD0002800,PRD07091,WH018,2024-11-14,11,retail
ORD0002801,PRD08838,WH015,2025-07-19,27,online
ORD0002802,PRD00173,WH015,2025-07-10,15,online
ORD0002803,PRD02857,WH017,2024-12-22,2,online
ORD0002804,PRD02901,WH007,2025-05-30,4,online
ORD0002805,PRD04405,WH018,2024-12-02,35,online
ORD0002806,PRD05318,WH015,2024-11-04,50,retail
ORD0002807,PRD08586,WH018,2024-11-26,32,online
ORD0002808,PRD00809,WH008,2025-01-14,16,online
ORD0002809,PRD04621,WH012,2024-10-04,14,wholesale
ORD0002810,PRD08676,WH015,2024-11-26,3,wholesale
ORD0002811,PRD03904,WH004,2025-01-11,8,online
ORD0002812,PRD05225,WH020,2025-04-09,9,online
ORD0002813,PRD07069,WH019,2025-05-30,18,online
ORD0002814,PRD08619,WH014,2025-06-28,39,retail
ORD0002815,PRD00656,WH015,2025-08-06,45,online
ORD0002816,PRD08824,WH011,2025-01-03,49,online
ORD0002817,PRD03974,WH005,2024-10-03,25,retail
ORD0002818,PRD04478,WH005,2024-12-25,11,online
ORD0002819,PRD05016,WH018,2025-04-30,16,online
ORD0002820,PRD02886,WH005,2025-02-03,50,wholesale
ORD0002821,PRD00509,WH005,2024-10-04,19,online
ORD0002822,PRD09232,WH015,2025-09-01,29,online
ORD0002823,PRD03502,WH015,2024-11-10,17,wholesale
ORD0002824,PRD02311,WH019,2025-07-26,10,wholesale
ORD0002825,PRD02035,WH009,2025-05-15,1,retail
ORD0002826,PRD08646,WH010,2025-09-20,28,retail
ORD0002827,PRD03979,WH010,2025-03-22,48,wholesale
ORD0002828,PRD09537,WH012,2025-01-31,43,retail
ORD0002829,PRD01689,WH019,2025-08-14,49,retail
ORD0002830,PRD03316,WH006,2025-02-05,7,online
ORD0002831,PRD05481,WH006,2025-01-24,37,online
ORD0002832,PRD09906,WH006,2025-09-09,17,retail
ORD0002833,PRD00806,WH007,2025-03-07,28,retail
ORD0002834,PRD06118,WH007,2024-12-26,33,wholesale
ORD0002835,PRD03938,WH018,2025-05-14,46,retail
ORD0002836,PRD07849,WH011,2024-12-14,41,retail
ORD0002837,PRD03265,WH010,2025-01-05,47,online
ORD0002838,PRD08403,WH005,2025-02-12,21,online
ORD0002839,PRD06909,WH010,2024-12-16,36,wholesale
ORD0002840,PRD02049,WH016,2025-06-09,17,online
ORD0002841,PRD01313,WH011,2025-04-18,37,retail
ORD0002842,PRD08010,WH015,2025-06-24,3,retail
ORD0002843,PRD02706,WH008,2025-03-29,30,retail
ORD0002844,PRD03286,WH020,2025-01-26,17,wholesale
ORD0002845,PRD03732,WH017,2025-05-19,42,online
ORD0002846,PRD03675,WH008,2025-08-12,15,wholesale
ORD0002847,PRD08533,WH011,2025-03-29,21,online
ORD0002848,PRD03059,WH015,2025-03-27,3,online
ORD0002849,PRD00077,WH015,2024-11-19,21,retail
ORD0002850,PRD07018,WH012,2025-03-12,10,online
ORD0002851,PRD02073,WH010,2025-02-25,2,retail
ORD0002852,PRD04048,WH006,2025-09-17,47,wholesale
ORD0002853,PRD09983,WH012,2024-09-27,16,wholesale
ORD0002854,PRD04629,WH019,2025-06-25,36,retail
ORD0002855,PRD09239,WH019,2025-05-12,18,online
ORD0002856,PRD07649,WH010,2024-12-17,8,online
ORD0002857,PRD03725,WH018,2025-09-07,16,wholesale
ORD0002858,PRD07211,WH004,2025-03-06,41,online
ORD0002859,PRD02905,WH009,2025-09-19,27,retail
ORD0002860,PRD02809,WH001,2025-05-17,32,online
ORD0002861,PRD04324,WH013,2025-01-15,19,wholesale
ORD0002862,PRD04680,WH018,2025-07-28,30,retail
ORD0002863,PRD00152,WH001,2025-05-05,36,wholesale
ORD0002864,PRD01123,WH016,2025-04-12,47,wholesale
ORD0002865,PRD05915,WH001,2025-06-14,22,retail
ORD0002866,PRD07630,WH005,2025-01-23,6,online
ORD0002867,PRD08477,WH013,2025-02-28,24,retail
ORD0002868,PRD02858,WH017,2025-08-26,18,online
ORD0002869,PRD07126,WH020,2024-11-06,46,online
ORD0002870,PRD09471,WH002,2024-10-07,11,wholesale
ORD0002871,PRD08807,WH017,2025-04-14,17,retail
ORD0002872,PRD08628,WH016,2025-03-15,45,wholesale
ORD0002873,PRD05397,WH001,2025-08-18,37,retail
ORD0002874,PRD07534,WH018,2025-07-15,44,wholesale
ORD0002875,PRD05027,WH007,2025-05-07,50,online
ORD0002876,PRD05315,WH020,2024-11-26,13,online
ORD0002877,PRD02563,WH008,2025-08-23,13,online
ORD0002878,PRD03562,WH010,2024-10-21,19,online
ORD0002879,PRD09209,WH014,2025-08-30,37,wholesale
ORD0002880,PRD00054,WH001,2024-11-25,44,online
ORD0002881,PRD01815,WH016,2025-02-14,12,online
ORD0002882,PRD08493,WH011,2025-06-10,15,online
ORD0002883,PRD02303,WH001,2024-12-24,39,retail
ORD0002884,PRD07825,WH009,2025-01-02,28,retail
ORD0002885,PRD06614,WH009,2025-09-12,22,online
ORD0002886,PRD08203,WH016,2025-04-14,26,wholesale
ORD0002887,PRD08381,WH017,2024-11-18,23,wholesale
ORD0002888,PRD06129,WH004,2024-11-18,10,online
ORD0002889,PRD05764,WH019,2025-07-01,22,wholesale
ORD0002890,PRD09638,WH009,2025-08-09,11,online
ORD0002891,PRD02291,WH006,2025-02-27,10,online
ORD0002892,PRD00694,WH003,2024-11-10,46,wholesale
ORD0002893,PRD07789,WH013,2024-12-10,34,wholesale
ORD0002894,PRD03526,WH014,2024-10-22,14,retail
ORD0002895,PRD05364,WH010,2024-11-03,41,retail
ORD0002896,PRD08261,WH001,2024-10-22,17,wholesale
ORD0002897,PRD02485,WH017,2025-07-03,43,wholesale
ORD0002898,PRD03165,WH016,2025-03-15,28,online
ORD0002899,PRD07504,WH014,2025-08-09,35,retail
ORD0002900,PRD09017,WH017,2024-12-30,38,retail
ORD0002901,PRD04505,WH005,2025-08-03,15,online
ORD0002902,PRD01041,WH013,2024-12-25,23,online
ORD0002903,PRD07451,WH004,2025-03-27,24,retail
ORD0002904,PRD09437,WH010,2025-01-16,50,retail
ORD0002905,PRD07631,WH017,2025-07-06,19,online
ORD0002906,PRD05281,WH011,2025-09-04,16,wholesale
ORD0002907,PRD00475,WH017,2024-11-05,41,online
ORD0002908,PRD04099,WH011,2025-01-28,6,online
ORD0002909,PRD07628,WH002,2025-05-01,36,wholesale
ORD0002910,PRD04686,WH013,2025-04-11,15,wholesale
ORD0002911,PRD07492,WH015,2025-01-04,30,online
ORD0002912,PRD07066,WH010,2025-07-06,28,retail
ORD0002913,PRD02350,WH004,2024-12-19,28,online
ORD0002914,PRD05136,WH003,2025-01-09,2,online
ORD0002915,PRD08238,WH011,2025-05-02,31,online
ORD0002916,PRD07975,WH018,2025-03-09,5,wholesale
ORD0002917,PRD01419,WH012,2024-11-15,41,wholesale
ORD0002918,PRD07479,WH012,2024-09-29,17,online
ORD0002919,PRD05604,WH017,2025-04-12,3,retail
ORD0002920,PRD04543,WH011,2025-06-12,46,wholesale
ORD0002921,PRD02904,WH017,2025-02-01,13,retail
ORD0002922,PRD08941,WH007,2025-03-21,47,online
ORD0002923,PRD00292,WH008,2025-02-10,44,online
ORD0002924,PRD07332,WH020,2025-05-17,10,online
ORD0002925,PRD09276,WH020,2024-10-10,3,wholesale
ORD0002926,PRD01222,WH012,2025-08-06,4,retail
ORD0002927,PRD04956,WH002,2024-10-24,45,retail
ORD0002928,PRD06750,WH003,2025-04-03,24,wholesale
ORD0002929,PRD09649,WH012,2025-09-27,21,wholesale
ORD0002930,PRD00417,WH009,2025-09-19,27,online
ORD0002931,PRD07085,WH005,2025-03-20,30,wholesale
ORD0002932,PRD00141,WH003,2025-03-01,4,online
ORD0002933,PRD03102,WH002,2025-02-24,7,retail
ORD0002934,PRD04941,WH014,2024-12-26,30,online
ORD0002935,PRD02638,WH004,2025-09-10,18,retail
ORD0002936,PRD03136,WH010,2025-07-20,6,retail
ORD0002937,PRD00361,WH009,2025-05-10,10,retail
ORD0002938,PRD04684,WH007,2025-07-29,43,retail
ORD0002939,PRD02007,WH018,2024-11-14,37,wholesale
ORD0002940,PRD09960,WH019,2025-04-01,44,online
ORD0002941,PRD00282,WH016,2024-12-24,8,online
ORD0002942,PRD02539,WH015,2025-09-16,4,online
ORD0002943,PRD02770,WH010,2024-12-25,19,online
ORD0002944,PRD00249,WH004,2025-07-11,42,online
ORD0002945,PRD09432,WH019,2024-12-11,13,online
ORD0002946,PRD03718,WH019,2025-02-13,43,online
ORD0002947,PRD08194,WH008,2025-03-20,9,wholesale
ORD0002948,PRD09754,WH020,2025-04-15,14,retail
ORD0002949,PRD05487,WH002,2025-08-08,43,online
ORD0002950,PRD02011,WH007,2025-04-10,36,online
ORD0002951,PRD00624,WH010,2025-09-10,3,wholesale
ORD0002952,PRD02505,WH011,2025-06-12,26,wholesale
ORD0002953,PRD02059,WH014,2024-12-18,15,online
ORD0002954,PRD02015,WH005,2025-07-31,10,retail
ORD0002955,PRD07401,WH016,2025-08-23,10,wholesale
ORD0002956,PRD09342,WH010,2025-07-24,10,online
ORD0002957,PRD03425,WH009,2025-08-15,5,online
ORD0002958,PRD09976,WH006,2024-10-21,11,online
ORD0002959,PRD00710,WH009,2025-07-30,44,retail
ORD0002960,PRD03115,WH009,2025-09-05,9,online
ORD0002961,PRD01477,WH001,2024-12-13,29,wholesale
ORD0002962,PRD01695,WH013,2025-05-03,7,online
ORD0002963,PRD07797,WH008,2025-07-20,30,wholesale
ORD0002964,PRD04837,WH016,2025-02-21,2,wholesale
ORD0002965,PRD08676,WH015,2025-04-23,22,retail
ORD0002966,PRD05351,WH019,2025-02-14,25,retail
ORD0002967,PRD04780,WH019,2025-01-11,4,wholesale
ORD0002968,PRD09825,WH011,2024-10-28,25,wholesale
ORD0002969,PRD07427,WH010,2025-06-22,32,online
ORD0002970,PRD00525,WH015,2024-11-16,50,wholesale
ORD0002971,PRD00929,WH007,2024-10-09,33,wholesale
ORD0002972,PRD03646,WH018,2024-12-24,3,wholesale
ORD0002973,PRD00298,WH007,2025-01-02,42,wholesale
ORD0002974,PRD06838,WH006,2025-06-17,11,online
ORD0002975,PRD09334,WH011,2025-09-22,38,wholesale
ORD0002976,PRD00799,WH007,2025-08-19,12,wholesale
ORD0002977,PRD04372,WH013,2025-08-28,15,wholesale
ORD0002978,PRD01477,WH003,2025-03-19,3,retail
ORD0002979,PRD08120,WH010,2025-06-07,14,wholesale
ORD0002980,PRD06426,WH012,2025-01-24,27,retail
ORD0002981,PRD07640,WH016,2025-01-01,8,wholesale
ORD0002982,PRD03611,WH015,2025-03-12,27,retail
ORD0002983,PRD03324,WH003,2025-01-30,5,online
ORD0002984,PRD08210,WH010,2024-11-03,5,retail
ORD0002985,PRD05978,WH006,2025-07-19,12,retail
ORD0002986,PRD09437,WH012,2025-06-19,49,retail
ORD0002987,PRD09655,WH009,2024-12-26,43,wholesale
ORD0002988,PRD05293,WH014,2025-01-31,43,retail
ORD0002989,PRD00627,WH011,2025-03-03,44,wholesale
ORD0002990,PRD08098,WH006,2025-07-31,11,retail
ORD0002991,PRD04599,WH013,2025-04-23,37,retail
ORD0002992,PRD04485,WH018,2025-09-21,45,wholesale
ORD0002993,PRD08165,WH015,2025-01-03,48,retail
ORD0002994,PRD07430,WH011,2025-06-15,2,wholesale
ORD0002995,PRD03129,WH011,2024-12-16,9,wholesale
ORD0002996,PRD06729,WH015,2024-12-10,48,retail
ORD0002997,PRD06871,WH005,2025-09-21,10,wholesale
ORD0002998,PRD00498,WH002,2025-02-15,46,online
ORD0002999,PRD08753,WH005,2025-07-15,13,online
ORD0003000,PRD00433,WH007,2025-04-09,21,online
ORD0003001,PRD03081,WH007,2025-01-16,45,wholesale
ORD0003002,PRD02126,WH014,2024-11-29,45,online
ORD0003003,PRD09115,WH017,2025-02-28,42,online
ORD0003004,PRD07513,WH013,2024-10-12,22,retail
ORD0003005,PRD06650,WH013,2025-07-15,49,wholesale
ORD0003006,PRD05113,WH003,2025-09-17,32,wholesale
ORD0003007,PRD08238,WH005,2024-10-12,16,wholesale
ORD0003008,PRD09336,WH007,2024-10-13,34,online
ORD0003009,PRD02587,WH017,2024-11-11,32,wholesale
ORD0003010,PRD06034,WH012,2025-07-26,23,wholesale
ORD0003011,PRD01585,WH017,2024-11-09,22,retail
ORD0003012,PRD03359,WH020,2025-02-25,42,wholesale
ORD0003013,PRD01024,WH001,2024-12-16,41,retail
ORD0003014,PRD02163,WH011,2025-07-29,13,online
ORD0003015,PRD04032,WH008,2025-03-13,48,retail
ORD0003016,PRD03972,WH005,2025-06-16,15,online
ORD0003017,PRD05166,WH019,2025-01-20,49,wholesale
ORD0003018,PRD08848,WH014,2025-03-16,46,retail
ORD0003019,PRD09194,WH012,2024-11-25,44,online
ORD0003020,PRD07943,WH013,2025-01-02,13,retail
ORD0003021,PRD08886,WH016,2025-09-05,4,wholesale
ORD0003022,PRD05449,WH005,2024-10-24,3,wholesale
ORD0003023,PRD06291,WH009,2025-07-06,32,retail
ORD0003024,PRD05462,WH006,2025-05-03,4,retail
ORD0003025,PRD02507,WH009,2025-01-14,35,retail
ORD0003026,PRD00893,WH001,2025-04-01,49,retail
ORD0003027,PRD07816,WH002,2025-01-28,30,wholesale
ORD0003028,PRD09543,WH019,2024-10-03,39,online
ORD0003029,PRD04869,WH012,2024-12-15,27,online
ORD0003030,PRD09407,WH008,2025-07-28,22,wholesale
ORD0003031,PRD05785,WH012,2024-12-31,12,online
ORD0003032,PRD08081,WH008,2025-09-11,49,online
ORD0003033,PRD06551,WH015,2025-06-28,13,wholesale
ORD0003034,PRD09676,WH019,2024-10-08,20,retail
ORD0003035,PRD01608,WH002,2024-09-30,9,retail
ORD0003036,PRD07260,WH003,2024-11-20,29,retail
ORD0003037,PRD01260,WH002,2024-11-18,31,wholesale
ORD0003038,PRD09628,WH019,2025-08-10,26,retail
ORD0003039,PRD08317,WH001,2025-05-13,4,wholesale
ORD0003040,PRD06671,WH011,2025-04-23,27,wholesale
ORD0003041,PRD00594,WH011,2025-01-07,13,online
ORD0003042,PRD00978,WH004,2025-01-29,2,wholesale
ORD0003043,PRD00439,WH012,2025-03-22,6,online
ORD0003044,PRD08699,WH014,2025-06-30,16,wholesale
ORD0003045,PRD08917,WH001,2025-05-19,13,retail
ORD0003046,PRD08602,WH007,2025-08-30,2,online
ORD0003047,PRD01398,WH008,2025-08-28,15,retail
ORD0003048,PRD05291,WH017,2025-09-22,45,retail
ORD0003049,PRD07188,WH019,2025-02-14,28,online
ORD0003050,PRD02664,WH010,2025-03-24,31,wholesale
ORD0003051,PRD05185,WH004,2024-11-27,29,online
ORD0003052,PRD08840,WH011,2025-09-18,23,wholesale
ORD0003053,PRD08521,WH005,2025-02-10,22,wholesale
ORD0003054,PRD05463,WH011,2025-01-27,36,online
ORD0003055,PRD09046,WH016,2025-09-27,3,retail
ORD0003056,PRD02695,WH013,2025-05-13,37,retail
ORD0003057,PRD07478,WH017,2025-09-04,46,retail
ORD0003058,PRD08353,WH007,2024-12-14,2,online
ORD0003059,PRD01957,WH006,2024-10-15,26,online
ORD0003060,PRD01272,WH019,2024-11-26,17,online
ORD0003061,PRD08674,WH005,2025-02-01,1,wholesale
ORD0003062,PRD07257,WH018,2024-12-11,24,retail
ORD0003063,PRD05105,WH015,2025-01-09,40,online
ORD0003064,PRD03895,WH019,2025-02-17,20,retail
ORD0003065,PRD04263,WH002,2025-01-22,29,retail
ORD0003066,PRD06391,WH014,2025-05-05,26,online
ORD0003067,PRD07730,WH010,2024-11-30,36,retail
ORD0003068,PRD09872,WH002,2025-01-28,32,wholesale
ORD0003069,PRD05467,WH007,2025-08-16,14,retail
ORD0003070,PRD08360,WH012,2024-10-18,6,wholesale
ORD0003071,PRD09498,WH019,2025-06-17,44,retail
ORD0003072,PRD04416,WH020,2024-10-15,11,retail
ORD0003073,PRD00386,WH007,2024-10-19,46,retail
ORD0003074,PRD07072,WH014,2025-01-24,9,wholesale
ORD0003075,PRD04466,WH004,2024-11-10,44,retail
ORD0003076,PRD02020,WH006,2025-02-04,24,wholesale
ORD0003077,PRD04661,WH017,2025-03-18,10,online
ORD0003078,PRD08719,WH006,2024-10-23,16,wholesale
ORD0003079,PRD01546,WH014,2024-11-04,7,online
ORD0003080,PRD00419,WH001,2025-02-20,39,online
ORD0003081,PRD08334,WH014,2025-03-16,11,online
ORD0003082,PRD03616,WH019,2025-01-12,15,retail
ORD0003083,PRD04122,WH001,2024-11-25,50,retail
ORD0003084,PRD05032,WH013,2025-09-18,20,online
ORD0003085,PRD06166,WH007,2024-10-29,49,online
ORD0003086,PRD04622,WH013,2024-11-22,16,retail
ORD0003087,PRD06493,WH008,2025-08-12,41,online
ORD0003088,PRD02371,WH017,2025-07-12,43,online
ORD0003089,PRD00384,WH005,2024-11-23,47,online
ORD0003090,PRD01736,WH017,2025-04-01,45,online
ORD0003091,PRD00140,WH020,2024-11-03,44,retail
ORD0003092,PRD09442,WH006,2024-12-25,42,retail
ORD0003093,PRD08496,WH020,2025-05-08,12,online
ORD0003094,PRD09932,WH016,2025-07-16,34,wholesale
ORD0003095,PRD04315,WH016,2025-05-24,31,retail
ORD0003096,PRD04146,WH013,2025-01-21,15,retail
ORD0003097,PRD04136,WH002,2025-02-22,1,retail
ORD0003098,PRD03314,WH009,2025-03-02,15,online
ORD0003099,PRD03028,WH016,2024-11-13,21,wholesale
ORD0003100,PRD05719,WH010,2024-12-25,30,online
ORD0003101,PRD07844,WH011,2024-12-27,17,wholesale
ORD0003102,PRD03229,WH006,2025-01-30,35,online
ORD0003103,PRD06605,WH006,2025-09-18,5,wholesale
ORD0003104,PRD04255,WH015,2025-04-06,20,online
ORD0003105,PRD08370,WH020,2025-07-07,24,retail
ORD0003106,PRD02339,WH013,2025-08-23,35,online
ORD0003107,PRD03830,WH005,2025-07-15,26,wholesale
ORD0003108,PRD06796,WH017,2025-06-17,8,online
ORD0003109,PRD09864,WH020,2025-06-12,35,wholesale
ORD0003110,PRD02660,WH008,2025-07-03,47,online
ORD0003111,PRD02121,WH013,2025-02-08,26,retail
ORD0003112,PRD07552,WH014,2025-07-19,37,wholesale
ORD0003113,PRD05923,WH009,2025-06-20,29,wholesale
ORD0003114,PRD01928,WH016,2025-05-08,28,retail
ORD0003115,PRD00927,WH011,2025-05-04,35,retail
ORD0003116,PRD09967,WH020,2025-08-31,3,online
ORD0003117,PRD03244,WH012,2024-10-15,5,retail
ORD0003118,PRD04919,WH004,2024-12-31,4,online
ORD0003119,PRD07795,WH004,2025-04-22,5,retail
ORD0003120,PRD04424,WH015,2025-03-20,40,retail
ORD0003121,PRD07139,WH013,2025-06-29,35,online
ORD0003122,PRD07139,WH002,2025-09-09,24,retail
ORD0003123,PRD01093,WH004,2025-04-26,38,online
ORD0003124,PRD06610,WH008,2025-06-30,15,online
ORD0003125,PRD07470,WH008,2024-11-05,28,retail
ORD0003126,PRD04617,WH010,2024-11-26,34,online
ORD0003127,PRD01192,WH009,2025-04-04,35,online
ORD0003128,PRD01627,WH013,2024-11-18,23,online
ORD0003129,PRD02366,WH005,2025-09-19,43,retail
ORD0003130,PRD01554,WH015,2024-10-05,2,online
ORD0003131,PRD09142,WH007,2025-01-23,37,retail
ORD0003132,PRD03157,WH009,2024-10-28,11,online
ORD0003133,PRD04004,WH001,2024-10-02,42,online
ORD0003134,PRD05634,WH003,2024-11-26,9,wholesale
ORD0003135,PRD04556,WH015,2024-10-18,1,retail
ORD0003136,PRD03632,WH001,2025-03-13,15,retail
ORD0003137,PRD02469,WH017,2025-04-25,38,online
ORD0003138,PRD06905,WH002,2025-04-20,4,wholesale
ORD0003139,PRD02904,WH003,2025-03-01,40,online
ORD0003140,PRD05757,WH002,2025-05-04,45,retail
ORD0003141,PRD03956,WH001,2025-06-11,44,online
ORD0003142,PRD03591,WH003,2025-09-13,12,online
ORD0003143,PRD08673,WH009,2024-12-18,16,wholesale
ORD0003144,PRD05905,WH011,2025-04-21,14,online
ORD0003145,PRD03571,WH012,2024-10-01,21,online
ORD0003146,PRD03814,WH014,2025-08-02,10,online
ORD0003147,PRD00107,WH018,2025-03-06,5,wholesale
ORD0003148,PRD07209,WH014,2025-09-23,36,retail
ORD0003149,PRD01339,WH008,2025-08-28,26,online
ORD0003150,PRD09132,WH009,2025-09-22,26,retail
ORD0003151,PRD00039,WH007,2025-03-25,28,online
ORD0003152,PRD05986,WH010,2025-03-02,9,retail
ORD0003153,PRD05545,WH009,2025-05-18,45,online
ORD0003154,PRD00463,WH004,2025-09-05,8,retail
ORD0003155,PRD01213,WH016,2025-02-16,20,retail
ORD0003156,PRD00701,WH013,2024-11-23,48,wholesale
ORD0003157,PRD08442,WH010,2025-06-04,1,online
ORD0003158,PRD01850,WH001,2025-06-01,26,retail
ORD0003159,PRD06737,WH015,2025-04-18,3,wholesale
ORD0003160,PRD07722,WH011,2025-09-09,24,online
ORD0003161,PRD00131,WH011,2025-04-10,15,wholesale
ORD0003162,PRD02634,WH005,2024-11-17,5,retail
ORD0003163,PRD08454,WH010,2025-01-14,36,retail
ORD0003164,PRD03497,WH003,2025-05-07,42,online
ORD0003165,PRD02520,WH008,2025-06-15,40,wholesale
ORD0003166,PRD02751,WH012,2024-11-12,11,retail
ORD0003167,PRD05220,WH020,2024-10-07,22,online
ORD0003168,PRD04330,WH014,2025-04-22,33,wholesale
ORD0003169,PRD01697,WH018,2024-10-03,2,retail
ORD0003170,PRD03539,WH005,2025-07-24,31,online
ORD0003171,PRD08703,WH017,2024-12-01,49,retail
ORD0003172,PRD09026,WH013,2025-08-28,19,retail
ORD0003173,PRD03615,WH005,2025-02-09,26,retail
ORD0003174,PRD03924,WH020,2024-10-24,5,wholesale
ORD0003175,PRD07101,WH013,2025-09-10,12,retail
ORD0003176,PRD01444,WH002,2024-10-26,21,retail
ORD0003177,PRD08463,WH010,2025-07-08,38,online
ORD0003178,PRD09888,WH010,2025-04-03,11,retail
ORD0003179,PRD00145,WH004,2025-02-06,10,online
ORD0003180,PRD08860,WH001,2025-07-15,8,retail
ORD0003181,PRD05261,WH010,2025-05-22,28,online
ORD0003182,PRD00370,WH003,2025-07-29,44,online
ORD0003183,PRD02736,WH002,2024-12-15,34,wholesale
ORD0003184,PRD09310,WH008,2025-01-29,30,online
ORD0003185,PRD01018,WH010,2025-09-05,48,retail
ORD0003186,PRD03952,WH008,2024-11-04,24,online
ORD0003187,PRD09107,WH008,2025-03-03,5,online
ORD0003188,PRD08318,WH010,2024-10-09,17,online
ORD0003189,PRD00047,WH005,2024-12-04,36,online
ORD0003190,PRD04588,WH013,2025-06-06,36,online
ORD0003191,PRD05467,WH017,2025-06-03,4,online
ORD0003192,PRD08903,WH013,2025-09-16,38,wholesale
ORD0003193,PRD01880,WH002,2024-11-29,13,retail
ORD0003194,PRD06677,WH009,2025-04-08,8,retail
ORD0003195,PRD08991,WH007,2025-01-01,36,online
ORD0003196,PRD05341,WH009,2025-03-28,29,retail
ORD0003197,PRD00971,WH008,2025-08-16,45,wholesale
ORD0003198,PRD09770,WH005,2025-03-11,32,retail
ORD0003199,PRD01736,WH001,2025-05-13,8,online
ORD0003200,PRD00809,WH007,2025-07-23,34,wholesale
ORD0003201,PRD06742,WH018,2024-10-30,3,wholesale
ORD0003202,PRD08451,WH013,2024-11-28,46,online
ORD0003203,PRD01163,WH004,2024-10-28,19,online
ORD0003204,PRD01675,WH012,2025-08-30,6,online
ORD0003205,PRD04078,WH016,2024-12-04,7,wholesale
ORD0003206,PRD06888,WH012,2024-12-19,32,wholesale
ORD0003207,PRD02895,WH012,2024-10-25,26,online
ORD0003208,PRD03718,WH001,2025-01-05,43,online
ORD0003209,PRD02638,WH003,2024-10-27,40,online
ORD0003210,PRD01430,WH014,2025-08-07,4,retail
ORD0003211,PRD08738,WH013,2025-09-23,35,wholesale
ORD0003212,PRD04718,WH002,2025-03-05,40,wholesale
ORD0003213,PRD00908,WH002,2024-10-11,49,wholesale
ORD0003214,PRD05938,WH008,2025-09-19,42,retail
ORD0003215,PRD06153,WH014,2025-06-28,17,retail
ORD0003216,PRD03197,WH014,2025-05-28,10,wholesale
ORD0003217,PRD04584,WH018,2025-08-30,43,online
ORD0003218,PRD09788,WH008,2025-09-18,27,wholesale
ORD0003219,PRD07732,WH004,2025-04-29,10,online
ORD0003220,PRD00326,WH012,2024-12-26,22,wholesale
ORD0003221,PRD02272,WH019,2024-10-16,39,retail
ORD0003222,PRD06518,WH009,2025-04-23,10,retail
ORD0003223,PRD08758,WH007,2025-04-13,6,online
ORD0003224,PRD05481,WH014,2025-03-17,30,retail
ORD0003225,PRD01085,WH018,2024-10-01,1,online
ORD0003226,PRD02734,WH009,2025-07-26,24,retail
ORD0003227,PRD01976,WH014,2025-09-24,43,wholesale
ORD0003228,PRD05542,WH020,2025-01-13,20,wholesale
ORD0003229,PRD00998,WH004,2025-09-07,44,online
ORD0003230,PRD07260,WH013,2025-07-15,44,online
ORD0003231,PRD04224,WH001,2024-12-14,42,retail
ORD0003232,PRD03540,WH018,2025-08-13,12,online
ORD0003233,PRD02620,WH012,2025-05-07,29,online
ORD0003234,PRD03492,WH015,2025-01-06,6,online
ORD0003235,PRD08784,WH003,2025-01-02,9,retail
ORD0003236,PRD00723,WH004,2025-07-01,4,online
ORD0003237,PRD09829,WH007,2024-10-25,7,wholesale
ORD0003238,PRD03905,WH009,2024-12-09,38,online
ORD0003239,PRD08665,WH019,2025-01-19,14,online
ORD0003240,PRD05119,WH019,2025-07-24,44,online
ORD0003241,PRD06172,WH015,2025-04-29,42,online
ORD0003242,PRD05770,WH019,2024-11-19,38,wholesale
ORD0003243,PRD02250,WH008,2025-03-26,46,wholesale
ORD0003244,PRD08089,WH003,2024-11-29,41,wholesale
ORD0003245,PRD06690,WH012,2025-05-10,26,online
ORD0003246,PRD02026,WH003,2024-11-16,38,wholesale
ORD0003247,PRD02598,WH016,2024-11-15,38,online
ORD0003248,PRD06241,WH013,2025-03-07,9,retail
ORD0003249,PRD04818,WH009,2025-04-01,48,retail
ORD0003250,PRD02452,WH018,2025-01-10,5,wholesale
ORD0003251,PRD02386,WH008,2025-06-03,13,online
ORD0003252,PRD08105,WH016,2025-08-11,15,wholesale
