movement_id,product_id,warehouse_id,movement_date,quantity,movement_type
MV0002594,PRD04204,WH019,2025-06-13,917,replenishment
MV0002595,PRD09962,WH018,2025-09-08,523,adjustment
MV0002596,PRD05060,WH011,2024-11-06,588,outbound
MV0002597,PRD02844,WH012,2025-04-16,914,replenishment
MV0002598,PRD04673,WH010,2024-12-31,206,adjustment
MV0002599,PRD07751,WH008,2025-07-29,-297,replenishment
MV0002600,PRD05065,WH015,2025-07-19,343,replenishment
MV0002601,PRD07464,WH015,2025-08-04,645,replenishment
MV0002602,PRD08647,WH020,2025-01-09,-286,outbound
MV0002603,PRD04677,WH016,2025-04-22,61,adjustment
MV0002604,PRD06603,WH019,2025-07-24,606,adjustment
MV0002605,PRD02490,WH006,2025-04-12,-62,adjustment
MV0002606,PRD07374,WH018,2025-04-29,-26,replenishment
MV0002607,PRD01735,WH020,2024-11-25,-144,replenishment
MV0002608,PRD02342,WH017,2025-01-01,-344,outbound
MV0002609,PRD00283,WH007,2025-06-13,277,adjustment
MV0002610,PRD07445,WH020,2025-07-12,440,adjustment
MV0002611,PRD06506,WH015,2025-09-03,-203,replenishment
MV0002612,PRD09451,WH014,2025-08-07,-271,adjustment
MV0002613,PRD07585,WH007,2025-09-02,398,replenishment
MV0002614,PRD04715,WH013,2025-03-29,983,replenishment
MV0002615,PRD08815,WH014,2025-03-07,875,outbound
MV0002616,PRD06669,WH005,2024-12-09,-214,replenishment
MV0002617,PRD00789,WH017,2024-12-25,486,replenishment
MV0002618,PRD00214,WH001,2024-10-02,4,replenishment
MV0002619,PRD08652,WH003,2024-10-08,-289,replenishment
MV0002620,PRD09417,WH004,2025-06-20,43,replenishment
MV0002621,PRD09306,WH004,2025-09-23,-25,adjustment
MV0002622,PRD01610,WH019,2025-06-08,990,adjustment
MV0002623,PRD04495,WH005,2025-03-02,775,outbound
MV0002624,PRD08710,WH020,2024-12-24,-392,replenishment
MV0002625,PRD09075,WH007,2025-02-22,110,replenishment
MV0002626,PRD02796,WH009,2025-08-07,72,adjustment
MV0002627,PRD00084,WH002,2025-04-06,610,replenishment
MV0002628,PRD02294,WH002,2024-11-22,368,adjustment
MV0002629,PRD00890,WH017,2024-09-27,352,adjustment
MV0002630,PRD02881,WH013,2025-01-18,902,outbound
MV0002631,PRD08466,WH008,2024-11-26,886,replenishment
MV0002632,PRD01806,WH013,2025-06-23,485,outbound
MV0002633,PRD04623,WH003,2024-11-21,269,outbound
MV0002634,PRD09461,WH001,2025-02-10,-446,adjustment
MV0002635,PRD00158,WH009,2025-06-08,-404,replenishment
MV0002636,PRD03700,WH014,2025-04-21,188,adjustment
MV0002637,PRD09442,WH006,2025-03-04,402,replenishment
MV0002638,PRD02198,WH011,2025-06-26,930,replenishment
MV0002639,PRD06535,WH017,2025-01-03,41,outbound
MV0002640,PRD00727,WH002,2025-03-29,-264,outbound
MV0002641,PRD03005,WH020,2025-08-31,-35,adjustment
MV0002642,PRD00276,WH008,2024-10-08,297,replenishment
MV0002643,PRD02785,WH014,2025-04-30,719,replenishment
MV0002644,PRD08767,WH020,2025-07-10,51,replenishment
MV0002645,PRD06572,WH016,2024-10-29,977,adjustment
MV0002646,PRD00413,WH018,2025-04-15,-382,adjustment
MV0002647,PRD06549,WH016,2024-11-27,219,adjustment
MV0002648,PRD00857,WH017,2024-09-27,152,replenishment
MV0002649,PRD04580,WH018,2025-05-13,9,outbound
MV0002650,PRD07273,WH006,2024-12-25,-332,outbound
MV0002651,PRD08294,WH019,2025-09-06,429,replenishment
MV0002652,PRD08262,WH008,2025-06-01,68,outbound
MV0002653,PRD04035,WH019,2025-05-13,159,adjustment
MV0002654,PRD01381,WH010,2025-06-17,421,replenishment
MV0002655,PRD05945,WH012,2025-05-21,-457,adjustment
MV0002656,PRD02739,WH007,2025-06-15,445,adjustment
MV0002657,PRD07367,WH011,2025-02-04,674,outbound
MV0002658,PRD09475,WH019,2024-12-04,910,replenishment
MV0002659,PRD03974,WH004,2025-09-26,777,replenishment
MV0002660,PRD05123,WH019,2024-10-12,783,adjustment
MV0002661,PRD08456,WH002,2025-04-22,151,adjustment
MV0002662,PRD08074,WH008,2024-09-27,140,replenishment
MV0002663,PRD07955,WH005,2025-05-31,980,adjustment
MV0002664,PRD05135,WH020,2025-02-15,843,outbound
MV0002665,PRD00868,WH010,2025-05-16,956,adjustment
MV0002666,PRD08460,WH020,2025-05-07,616,outbound
MV0002667,PRD07183,WH014,2024-12-07,-280,adjustment
MV0002668,PRD02024,WH012,2024-12-21,373,outbound
MV0002669,PRD00583,WH020,2025-04-05,505,adjustment
MV0002670,PRD07007,WH015,2024-12-08,-213,adjustment
MV0002671,PRD00308,WH013,2024-12-17,-139,outbound
MV0002672,PRD07648,WH015,2025-06-27,-305,outbound
MV0002673,PRD02035,WH006,2024-10-21,281,outbound
MV0002674,PRD03087,WH011,2025-06-10,-355,replenishment
MV0002675,PRD03482,WH017,2025-01-20,118,outbound
MV0002676,PRD07091,WH014,2025-01-12,-313,outbound
MV0002677,PRD04275,WH002,2025-02-24,-112,adjustment
MV0002678,PRD06266,WH016,2025-06-20,216,outbound
MV0002679,PRD08255,WH011,2025-08-29,-54,outbound
MV0002680,PRD08624,WH002,2025-08-13,662,replenishment
MV0002681,PRD09107,WH002,2025-05-07,-205,replenishment
MV0002682,PRD00658,WH016,2025-06-11,-7,adjustment
MV0002683,PRD03611,WH001,2025-05-05,264,adjustment
MV0002684,PRD03974,WH011,2025-01-20,110,outbound
MV0002685,PRD04193,WH016,2025-06-11,232,outbound
MV0002686,PRD01083,WH009,2025-02-11,-477,outbound
MV0002687,PRD00948,WH002,2024-10-25,647,replenishment
MV0002688,PRD01665,WH013,2024-10-09,962,replenishment
MV0002689,PRD05185,WH003,2025-04-15,-72,replenishment
MV0002690,PRD05111,WH020,2025-05-06,-402,replenishment
MV0002691,PRD05648,WH019,2025-01-31,227,outbound
MV0002692,PRD08253,WH020,2024-10-25,782,adjustment
MV0002693,PRD00820,WH001,2024-10-03,521,replenishment
MV0002694,PRD09044,WH014,2024-10-21,-380,adjustment
MV0002695,PRD03863,WH001,2025-01-18,516,replenishment
MV0002696,PRD00369,WH020,2024-12-07,181,replenishment
MV0002697,PRD06443,WH004,2024-12-29,-301,adjustment
MV0002698,PRD02999,WH015,2025-02-05,824,adjustment
MV0002699,PRD06263,WH012,2025-09-15,268,replenishment
MV0002700,PRD07498,WH018,2025-05-19,-223,replenishment
MV0002701,PRD09383,WH020,2024-12-05,-314,replenishment
MV0002702,PRD02973,WH001,2025-07-01,-404,adjustment
MV0002703,PRD09731,WH002,2025-03-28,590,outbound
MV0002704,PRD05839,WH017,2025-03-05,-137,replenishment
MV0002705,PRD06380,WH015,2024-10-15,356,adjustment
MV0002706,PRD08145,WH002,2025-05-13,653,outbound
MV0002707,PRD04988,WH003,2025-02-08,854,replenishment
MV0002708,PRD08976,WH007,2024-10-22,69,adjustment
MV0002709,PRD08438,WH004,2025-05-05,55,replenishment
MV0002710,PRD07311,WH001,2025-06-06,257,replenishment
MV0002711,PRD00608,WH006,2025-06-11,-428,adjustment
MV0002712,PRD00803,WH018,2025-01-09,210,adjustment
MV0002713,PRD04741,WH014,2025-01-15,-394,outbound
MV0002714,PRD09148,WH018,2024-09-27,-369,adjustment
MV0002715,PRD07483,WH005,2025-01-07,473,adjustment
MV0002716,PRD08956,WH011,2025-08-13,-31,outbound
MV0002717,PRD01338,WH012,2025-07-15,-455,replenishment
MV0002718,PRD00929,WH005,2025-05-12,570,adjustment
MV0002719,PRD06681,WH002,2025-06-05,-211,adjustment
MV0002720,PRD08800,WH014,2025-08-05,234,adjustment
MV0002721,PRD06213,WH009,2025-07-25,167,replenishment
MV0002722,PRD08176,WH005,2024-10-14,511,outbound
MV0002723,PRD02875,WH005,2025-07-11,-74,adjustment
MV0002724,PRD00062,WH001,2025-01-25,-381,adjustment
MV0002725,PRD09130,WH010,2025-01-06,462,outbound
MV0002726,PRD03649,WH020,2024-12-14,430,replenishment
MV0002727,PRD06306,WH014,2025-09-07,90,adjustment
MV0002728,PRD03044,WH008,2025-07-15,68,replenishment
MV0002729,PRD00166,WH007,2025-08-21,886,adjustment
MV0002730,PRD09355,WH009,2025-08-19,520,replenishment
MV0002731,PRD03612,WH001,2025-07-23,914,replenishment
MV0002732,PRD07197,WH005,2025-02-15,371,replenishment
MV0002733,PRD00783,WH018,2025-07-04,419,outbound
MV0002734,PRD04510,WH015,2025-02-03,478,adjustment
MV0002735,PRD07236,WH013,2025-08-12,-36,replenishment
MV0002736,PRD00104,WH007,2024-09-28,935,outbound
MV0002737,PRD02494,WH005,2025-03-19,594,replenishment
MV0002738,PRD02721,WH009,2025-04-06,546,adjustment
MV0002739,PRD05641,WH006,2025-04-21,-343,outbound
MV0002740,PRD05499,WH003,2025-04-07,121,replenishment
MV0002741,PRD04949,WH014,2025-09-14,95,adjustment
MV0002742,PRD01484,WH006,2025-04-24,12,adjustment
MV0002743,PRD02882,WH007,2025-05-05,-363,outbound
MV0002744,PRD07698,WH015,2024-11-08,456,replenishment
MV0002745,PRD00696,WH007,2025-09-01,366,adjustment
MV0002746,PRD02703,WH005,2025-09-14,229,outbound
MV0002747,PRD04392,WH016,2025-06-25,-490,replenishment
MV0002748,PRD09308,WH006,2024-11-25,875,replenishment
MV0002749,PRD08470,WH006,2025-05-15,-187,outbound
MV0002750,PRD07697,WH013,2025-01-03,232,adjustment
MV0002751,PRD02131,WH002,2025-08-31,-165,adjustment
MV0002752,PRD09714,WH013,2024-10-20,456,outbound
MV0002753,PRD08963,WH013,2024-11-07,-226,outbound
MV0002754,PRD01621,WH010,2024-12-25,731,outbound
MV0002755,PRD01046,WH015,2024-12-28,349,replenishment
MV0002756,PRD07622,WH001,2024-10-07,712,adjustment
MV0002757,PRD05011,WH013,2025-02-06,443,replenishment
MV0002758,PRD01322,WH004,2025-07-22,805,adjustment
MV0002759,PRD05807,WH005,2025-09-11,-462,outbound
MV0002760,PRD04645,WH001,2024-10-09,541,replenishment
MV0002761,PRD07373,WH015,2025-03-16,327,adjustment
MV0002762,PRD02816,WH009,2024-10-09,721,outbound
MV0002763,PRD02683,WH007,2025-04-27,-253,outbound
MV0002764,PRD08605,WH018,2024-12-27,-417,replenishment
MV0002765,PRD04141,WH014,2025-01-22,122,replenishment
MV0002766,PRD08059,WH015,2025-06-25,-261,outbound
MV0002767,PRD09892,WH018,2025-05-03,104,replenishment
MV0002768,PRD04732,WH002,2025-07-01,344,replenishment
MV0002769,PRD04558,WH014,2025-07-31,-114,replenishment
MV0002770,PRD07829,WH009,2024-11-15,499,replenishment
MV0002771,PRD09214,WH019,2025-03-12,-296,replenishment
MV0002772,PRD00190,WH005,2024-11-06,-103,replenishment
MV0002773,PRD08802,WH006,2025-07-18,382,adjustment
MV0002774,PRD09847,WH004,2025-04-14,-440,adjustment
MV0002775,PRD08246,WH012,2024-12-20,18,outbound
MV0002776,PRD02996,WH016,2025-05-17,-257,adjustment
MV0002777,PRD05621,WH009,2025-09-21,523,outbound
MV0002778,PRD07546,WH003,2024-12-02,622,replenishment
MV0002779,PRD08899,WH013,2025-08-24,779,adjustment
MV0002780,PRD05358,WH018,2024-10-21,-355,replenishment
MV0002781,PRD05395,WH006,2025-09-11,165,adjustment
MV0002782,PRD02663,WH010,2025-09-01,576,adjustment
MV0002783,PRD08405,WH009,2024-12-30,519,outbound
MV0002784,PRD04584,WH011,2025-02-22,511,replenishment
MV0002785,PRD01794,WH017,2024-10-31,661,replenishment
MV0002786,PRD00091,WH010,2025-01-16,502,outbound
MV0002787,PRD06859,WH007,2024-12-20,-281,replenishment
MV0002788,PRD02434,WH011,2025-07-15,58,outbound
MV0002789,PRD09340,WH013,2024-10-31,-330,replenishment
MV0002790,PRD07494,WH003,2025-01-26,-280,outbound
MV0002791,PRD03108,WH001,2024-11-17,323,outbound
MV0002792,PRD00654,WH007,2025-01-29,919,outbound
MV0002793,PRD09081,WH001,2025-05-16,448,adjustment
MV0002794,PRD04437,WH018,2025-09-26,362,replenishment
MV0002795,PRD01603,WH015,2025-07-04,-46,replenishment
MV0002796,PRD03923,WH014,2025-04-19,-216,adjustment
MV0002797,PRD08757,WH005,2025-04-26,224,replenishment
MV0002798,PRD05210,WH018,2025-05-13,812,replenishment
MV0002799,PRD04809,WH002,2025-01-20,946,outbound
MV0002800,PRD07937,WH019,2024-12-21,-352,outbound
MV0002801,PRD07498,WH007,2025-06-22,712,adjustment
MV0002802,PRD06481,WH020,2024-11-11,-459,replenishment
MV0002803,PRD04850,WH011,2025-04-20,236,outbound
MV0002804,PRD05086,WH003,2025-04-22,763,outbound
MV0002805,PRD05155,WH004,2025-03-09,829,replenishment
MV0002806,PRD09856,WH015,2025-04-16,-477,adjustment
MV0002807,PRD05247,WH017,2025-02-06,946,replenishment
MV0002808,PRD08827,WH009,2025-07-25,559,adjustment
MV0002809,PRD08524,WH007,2025-04-07,937,adjustment
MV0002810,PRD09078,WH019,2025-01-17,83,outbound
MV0002811,PRD03923,WH007,2025-01-10,-363,outbound
MV0002812,PRD09908,WH009,2025-05-12,993,outbound
MV0002813,PRD09612,WH007,2025-06-01,209,replenishment
MV0002814,PRD03554,WH019,2025-03-07,977,replenishment
MV0002815,PRD06956,WH015,2025-08-29,-217,outbound
MV0002816,PRD00793,WH017,2024-12-12,-389,replenishment
MV0002817,PRD05577,WH014,2025-06-27,124,adjustment
MV0002818,PRD08351,WH007,2025-09-13,-192,adjustment
MV0002819,PRD07493,WH001,2025-05-02,151,outbound
MV0002820,PRD05604,WH014,2025-09-10,629,replenishment
MV0002821,PRD06684,WH003,2025-05-22,-351,replenishment
MV0002822,PRD01230,WH004,2025-09-16,153,adjustment
MV0002823,PRD04246,WH014,2025-02-20,-392,adjustment
MV0002824,PRD07255,WH018,2025-09-21,420,replenishment
MV0002825,PRD01413,WH003,2025-08-19,-4,replenishment
MV0002826,PRD07540,WH013,2025-01-18,691,outbound
MV0002827,PRD06818,WH005,2025-04-25,872,replenishment
MV0002828,PRD00461,WH014,2025-08-20,-125,adjustment
MV0002829,PRD04069,WH011,2025-09-09,814,outbound
MV0002830,PRD08713,WH009,2025-01-26,-172,replenishment
MV0002831,PRD01628,WH001,2025-06-13,701,adjustment
MV0002832,PRD09794,WH014,2024-12-11,921,replenishment
MV0002833,PRD05443,WH004,2024-10-27,602,replenishment
MV0002834,PRD08424,WH016,2024-10-11,-141,replenishment
MV0002835,PRD01154,WH016,2025-01-13,569,adjustment
MV0002836,PRD02205,WH003,2025-07-23,25,adjustment
MV0002837,PRD00842,WH020,2024-10-25,-45,outbound
MV0002838,PRD01601,WH006,2025-02-16,377,adjustment
MV0002839,PRD04719,WH001,2024-12-02,159,adjustment
MV0002840,PRD07778,WH010,2024-10-16,-264,replenishment
MV0002841,PRD03273,WH008,2024-10-30,862,replenishment
MV0002842,PRD09869,WH008,2025-01-01,-424,outbound
MV0002843,PRD00783,WH008,2024-11-08,506,replenishment
MV0002844,PRD06527,WH015,2025-03-26,877,replenishment
MV0002845,PRD09747,WH018,2025-08-17,703,adjustment
MV0002846,PRD02403,WH002,2025-02-28,555,adjustment
MV0002847,PRD06767,WH010,2025-05-29,218,replenishment
MV0002848,PRD01413,WH007,2025-05-13,421,outbound
MV0002849,PRD07722,WH010,2025-08-25,845,adjustment
MV0002850,PRD05234,WH009,2025-08-15,437,replenishment
MV0002851,PRD06388,WH004,2025-06-05,571,adjustment
MV0002852,PRD09196,WH009,2025-08-27,543,replenishment
MV0002853,PRD00078,WH001,2025-07-04,-66,outbound
MV0002854,PRD00141,WH002,2024-11-14,-472,replenishment
MV0002855,PRD01650,WH017,2025-03-29,807,replenishment
MV0002856,PRD09757,WH005,2025-02-26,792,replenishment
MV0002857,PRD03398,WH020,2025-05-08,19,outbound
MV0002858,PRD05283,WH011,2025-04-26,310,adjustment
MV0002859,PRD09521,WH012,2025-02-16,911,replenishment
MV0002860,PRD07087,WH003,2025-03-17,650,adjustment
MV0002861,PRD06368,WH004,2024-10-19,969,replenishment
MV0002862,PRD08803,WH004,2025-01-06,911,replenishment
MV0002863,PRD07845,WH019,2025-06-28,-224,outbound
MV0002864,PRD01486,WH017,2025-05-19,-296,adjustment
MV0002865,PRD06953,WH013,2025-03-03,-319,outbound
MV0002866,PRD08956,WH005,2025-02-11,242,adjustment
MV0002867,PRD09383,WH019,2025-01-06,124,adjustment
MV0002868,PRD07570,WH011,2025-05-04,-461,replenishment
MV0002869,PRD05369,WH007,2024-11-11,741,adjustment
MV0002870,PRD06259,WH016,2025-05-03,-485,replenishment
MV0002871,PRD03251,WH014,2024-10-03,520,adjustment
MV0002872,PRD05457,WH020,2025-08-24,891,adjustment
MV0002873,PRD05928,WH016,2025-08-30,-16,replenishment
MV0002874,PRD03549,WH004,2025-07-04,848,outbound
MV0002875,PRD03590,WH012,2025-02-14,4,replenishment
MV0002876,PRD09601,WH008,2025-02-09,-69,replenishment
MV0002877,PRD02853,WH008,2025-04-27,205,replenishment
MV0002878,PRD02519,WH012,2025-07-11,-221,adjustment
MV0002879,PRD05381,WH004,2025-08-29,96,outbound
MV0002880,PRD03402,WH009,2024-11-20,453,outbound
MV0002881,PRD08894,WH017,2024-10-10,213,replenishment
MV0002882,PRD07478,WH013,2025-07-21,-137,adjustment
MV0002883,PRD01290,WH020,2025-08-01,55,adjustment
MV0002884,PRD00926,WH002,2025-01-17,75,replenishment
MV0002885,PRD08560,WH018,2025-02-20,470,replenishment
MV0002886,PRD07824,WH002,2025-03-19,-480,outbound
MV0002887,PRD01150,WH011,2025-08-29,415,replenishment
MV0002888,PRD09956,WH009,2025-08-24,807,adjustment
MV0002889,PRD05602,WH007,2024-10-02,993,outbound
MV0002890,PRD02650,WH018,2025-04-19,724,outbound
MV0002891,PRD09772,WH002,2025-07-23,-164,replenishment
MV0002892,PRD00704,WH011,2025-08-25,-416,adjustment
MV0002893,PRD01382,WH013,2025-07-24,-165,replenishment
MV0002894,PRD06222,WH003,2024-12-23,-353,adjustment
MV0002895,PRD00593,WH007,2025-06-13,920,adjustment
MV0002896,PRD01917,WH012,2025-08-28,621,replenishment
MV0002897,PRD02096,WH008,2025-09-26,728,adjustment
MV0002898,PRD03193,WH002,2025-01-23,-67,adjustment
MV0002899,PRD07251,WH015,2024-09-27,250,adjustment
MV0002900,PRD06132,WH019,2024-11-07,510,adjustment
MV0002901,PRD02133,WH004,2025-09-16,862,outbound
MV0002902,PRD03493,WH001,2025-08-28,917,outbound
MV0002903,PRD03400,WH019,2025-05-09,878,adjustment
MV0002904,PRD00004,WH011,2024-11-10,402,adjustment
MV0002905,PRD00122,WH014,2025-06-01,78,replenishment
MV0002906,PRD06586,WH012,2025-03-14,-378,outbound
MV0002907,PRD05709,WH017,2025-02-25,219,replenishment
MV0002908,PRD06582,WH019,2025-02-08,885,adjustment
MV0002909,PRD05601,WH015,2025-02-20,733,adjustment
MV0002910,PRD02831,WH017,2025-07-31,566,outbound
MV0002911,PRD02117,WH005,2025-01-28,391,adjustment
MV0002912,PRD08382,WH005,2024-12-06,198,adjustment
MV0002913,PRD06311,WH005,2025-06-11,-497,outbound
MV0002914,PRD02107,WH007,2025-01-05,873,adjustment
MV0002915,PRD07587,WH007,2025-03-25,382,replenishment
MV0002916,PRD05230,WH003,2024-10-20,-211,outbound
MV0002917,PRD05016,WH005,2025-09-25,-184,adjustment
MV0002918,PRD09561,WH016,2025-08-05,862,adjustment
MV0002919,PRD09983,WH009,2025-09-04,249,adjustment
MV0002920,PRD03676,WH007,2024-10-04,-279,outbound
MV0002921,PRD06524,WH019,2025-08-25,814,outbound
MV0002922,PRD04435,WH017,2025-08-27,528,replenishment
MV0002923,PRD09638,WH017,2025-09-09,-406,adjustment
MV0002924,PRD03178,WH011,2025-03-27,839,outbound
MV0002925,PRD01748,WH007,2024-10-03,647,outbound
MV0002926,PRD06812,WH003,2025-06-14,963,replenishment
MV0002927,PRD04269,WH016,2024-10-02,316,adjustment
MV0002928,PRD00481,WH011,2025-01-27,280,outbound
MV0002929,PRD08874,WH004,2025-05-16,925,outbound
MV0002930,PRD04001,WH017,2025-08-01,-174,adjustment
MV0002931,PRD09115,WH003,2025-01-20,767,adjustment
MV0002932,PRD03431,WH003,2025-09-02,871,replenishment
MV0002933,PRD05203,WH012,2025-04-10,-255,outbound
MV0002934,PRD03832,WH007,2024-12-30,345,replenishment
MV0002935,PRD06923,WH012,2025-07-15,49,replenishment
MV0002936,PRD07687,WH020,2025-01-23,775,adjustment
MV0002937,PRD07483,WH013,2025-03-23,360,replenishment
MV0002938,PRD06888,WH004,2025-02-12,385,replenishment
MV0002939,PRD08748,WH010,2024-11-30,-447,adjustment
MV0002940,PRD06059,WH013,2025-09-18,642,replenishment
MV0002941,PRD06721,WH005,2025-04-15,-39,replenishment
MV0002942,PRD04898,WH005,2025-05-19,889,adjustment
MV0002943,PRD07295,WH010,2025-01-21,205,adjustment
MV0002944,PRD04485,WH008,2025-05-22,655,replenishment
MV0002945,PRD03002,WH012,2025-06-18,-336,outbound
MV0002946,PRD08712,WH011,2025-08-11,192,replenishment
MV0002947,PRD09068,WH019,2025-05-19,225,adjustment
MV0002948,PRD06566,WH016,2025-02-25,804,adjustment
MV0002949,PRD06739,WH008,2025-03-05,307,outbound
MV0002950,PRD03874,WH015,2025-08-13,-88,outbound
MV0002951,PRD09034,WH010,2025-08-23,813,replenishment
MV0002952,PRD04507,WH004,2025-05-20,8,replenishment
MV0002953,PRD05332,WH015,2025-05-09,758,adjustment
MV0002954,PRD08646,WH007,2025-01-14,712,outbound
MV0002955,PRD04679,WH004,2024-10-29,-51,adjustment
MV0002956,PRD08649,WH016,2025-09-20,273,replenishment
MV0002957,PRD00075,WH006,2025-07-17,75,replenishment
MV0002958,PRD08547,WH012,2025-09-16,839,adjustment
MV0002959,PRD01554,WH004,2024-10-19,995,outbound
MV0002960,PRD08939,WH007,2025-02-23,471,outbound
MV0002961,PRD07302,WH008,2024-12-26,423,outbound
MV0002962,PRD08655,WH007,2024-11-06,687,adjustment
MV0002963,PRD05138,WH016,2025-04-06,735,outbound
MV0002964,PRD04557,WH020,2025-08-22,615,outbound
MV0002965,PRD08839,WH003,2025-01-23,12,outbound
MV0002966,PRD01871,WH006,2025-03-06,469,replenishment
MV0002967,PRD00260,WH002,2024-12-08,616,adjustment
MV0002968,PRD02077,WH011,2025-05-21,442,outbound
MV0002969,PRD09574,WH009,2025-09-16,65,outbound
MV0002970,PRD03867,WH002,2024-11-28,28,outbound
MV0002971,PRD00676,WH003,2025-04-06,550,replenishment
MV0002972,PRD02274,WH005,2025-02-09,-178,replenishment
MV0002973,PRD09701,WH014,2025-03-26,-86,replenishment
MV0002974,PRD05957,WH011,2025-01-08,-305,replenishment
MV0002975,PRD09332,WH018,2025-05-31,888,outbound
MV0002976,PRD06528,WH010,2025-04-04,993,adjustment
MV0002977,PRD02038,WH008,2024-12-20,625,replenishment
MV0002978,PRD09500,WH014,2025-08-06,-139,outbound
MV0002979,PRD08612,WH002,2025-03-10,329,replenishment
MV0002980,PRD07423,WH018,2025-01-02,-134,adjustment
MV0002981,PRD06740,WH017,2025-03-10,725,replenishment
MV0002982,PRD04945,WH007,2025-08-06,455,adjustment
MV0002983,PRD08825,WH020,2024-10-19,-37,replenishment
MV0002984,PRD09327,WH010,2024-09-27,226,outbound
MV0002985,PRD07271,WH004,2025-08-09,632,replenishment
MV0002986,PRD08838,WH004,2025-02-15,450,adjustment
MV0002987,PRD02055,WH002,2025-02-02,443,outbound
MV0002988,PRD02894,WH010,2025-07-06,448,replenishment
MV0002989,PRD04045,WH003,2024-12-22,-472,outbound
MV0002990,PRD05779,WH005,2025-09-22,880,adjustment
MV0002991,PRD05843,WH003,2025-02-13,-231,adjustment
MV0002992,PRD00296,WH002,2025-05-05,-165,outbound
MV0002993,PRD05823,WH006,2025-09-05,481,adjustment
MV0002994,PRD07579,WH011,2025-09-06,-491,replenishment
MV0002995,PRD04826,WH013,2024-10-10,823,outbound
MV0002996,PRD08712,WH005,2025-05-09,-188,adjustment
MV0002997,PRD08231,WH019,2025-06-15,-179,adjustment
MV0002998,PRD06102,WH017,2025-01-09,440,replenishment
MV0002999,PRD05658,WH009,2025-09-21,447,outbound
MV0003000,PRD08568,WH001,2024-10-31,108,adjustment
MV0003001,PRD01849,WH013,2024-11-18,-186,replenishment
MV0003002,PRD00190,WH016,2025-05-04,145,outbound
MV0003003,PRD00570,WH020,2024-11-28,-471,outbound
MV0003004,PRD03090,WH006,2025-03-18,310,replenishment
MV0003005,PRD03265,WH014,2024-09-28,964,replenishment
MV0003006,PRD05473,WH016,2025-01-22,119,adjustment
MV0003007,PRD01678,WH012,2025-03-08,211,outbound
MV0003008,PRD00747,WH012,2025-05-29,275,replenishment
MV0003009,PRD09917,WH014,2025-01-14,-258,replenishment
MV0003010,PRD02290,WH016,2025-01-14,-275,outbound
MV0003011,PRD05341,WH015,2025-06-07,-475,outbound
MV0003012,PRD05857,WH007,2025-09-25,-57,outbound
MV0003013,PRD03117,WH008,2024-11-09,330,adjustment
MV0003014,PRD04937,WH020,2025-09-24,227,replenishment
MV0003015,PRD03791,WH017,2024-10-10,118,adjustment
MV0003016,PRD08157,WH016,2025-06-05,146,adjustment
MV0003017,PRD04068,WH015,2025-07-05,-221,adjustment
MV0003018,PRD06121,WH004,2025-07-18,-215,replenishment
MV0003019,PRD06632,WH007,2025-05-09,726,adjustment
MV0003020,PRD08250,WH003,2025-01-17,436,adjustment
MV0003021,PRD08178,WH006,2025-09-11,-457,replenishment
MV0003022,PRD08697,WH014,2025-03-15,187,adjustment
MV0003023,PRD03446,WH019,2024-10-04,-451,replenishment
MV0003024,PRD07766,WH018,2025-08-04,380,replenishment
MV0003025,PRD08649,WH018,2024-10-19,934,outbound
MV0003026,PRD03006,WH014,2025-07-14,151,replenishment
MV0003027,PRD09990,WH016,2024-11-28,896,replenishment
MV0003028,PRD02119,WH002,2025-01-04,415,replenishment
MV0003029,PRD00073,WH006,2024-11-21,80,outbound
MV0003030,PRD00518,WH008,2025-09-01,413,replenishment
MV0003031,PRD04032,WH003,2024-12-31,824,replenishment
MV0003032,PRD02253,WH013,2025-04-14,964,outbound
MV0003033,PRD04805,WH005,2024-10-16,135,adjustment
MV0003034,PRD04259,WH009,2024-11-22,7,outbound
MV0003035,PRD00759,WH001,2025-06-14,242,adjustment
MV0003036,PRD07617,WH014,2025-07-02,-452,replenishment
MV0003037,PRD04620,WH009,2025-02-05,358,adjustment
MV0003038,PRD02284,WH009,2024-12-10,583,outbound
MV0003039,PRD00362,WH012,2025-05-30,-372,adjustment
MV0003040,PRD04633,WH012,2025-03-27,-399,outbound
MV0003041,PRD04428,WH001,2024-12-31,809,replenishment
MV0003042,PRD06940,WH001,2024-10-21,-27,adjustment
MV0003043,PRD09012,WH009,2025-08-27,391,outbound
MV0003044,PRD02750,WH008,2024-11-21,252,replenishment
MV0003045,PRD04724,WH002,2024-10-17,-96,adjustment
MV0003046,PRD08710,WH003,2025-06-14,221,replenishment
MV0003047,PRD06572,WH007,2025-02-18,102,outbound
MV0003048,PRD07096,WH001,2025-08-02,-417,adjustment
MV0003049,PRD08039,WH009,2024-12-27,959,adjustment
MV0003050,PRD00310,WH002,2024-10-20,731,replenishment
MV0003051,PRD03933,WH010,2025-09-27,374,outbound
MV0003052,PRD02659,WH012,2024-10-26,-462,outbound
MV0003053,PRD07359,WH009,2024-11-07,-276,outbound
MV0003054,PRD04896,WH014,2025-07-30,807,outbound
MV0003055,PRD05030,WH019,2025-04-13,894,adjustment
MV0003056,PRD03187,WH011,2025-08-13,109,outbound
MV0003057,PRD00209,WH013,2025-08-09,-351,replenishment
MV0003058,PRD00252,WH004,2025-05-08,-469,adjustment
